params_config_copy,final_num_active_users,final_treasury,total_rewards_paid,final_avg_balance,final_median_balance,final_gini_coefficient,users_broke_percent,total_actions_in_sim,avg_actions_per_active_user_per_step_overall,total_unique_word_instances_created,unique_popular_word_strings_count,total_popular_word_events,history_num_active_users,history_platform_attractiveness,POTENTIAL_USER_POOL_SIZE,INITIAL_ACTIVE_USERS,NUM_POLITICIANS,SIMULATION_STEPS,INITIAL_USER_BALANCE_MEAN,INITIAL_USER_BALANCE_STDDEV,COST_SUBMIT_FIRST_TIME_WORD,REWARD_TO_ORIGINAL_SUBMITTER_SHARE,POPULARITY_DECAY_RATE,ENABLE_CHURN,CHURN_INACTIVITY_THRESHOLD_STEPS,CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER,CHURN_BASE_PROB_IF_CONDITIONS_MET,FINITE_DICTIONARY_SIZE,ZIPFIAN_ALPHA,INNOVATOR_OUT_OF_DICTIONARY_CHANCE,COMMON_WORD_VOCAB_SIZE,INNOVATOR_RARE_WORD_CHANCE,USER_ARCHETYPES_DIST,FOLLOWER_POPULARITY_BIAS_FACTOR,USER_ACTIVITY_RATE_ON_PLATFORM,INNOVATOR_PROB_NEW_CONCEPT,INNOVATOR_PROB_AGREE,FOLLOWER_PROB_NEW_CONCEPT,FOLLOWER_PROB_AGREE,BALANCED_PROB_NEW_CONCEPT,BALANCED_PROB_AGREE,BASE_ATTRACTIVENESS_NO_USERS,BASE_ATTRACTIVENESS_WITH_USERS,ATTRACT_REWARD_SENSITIVITY,ATTRACT_ACTIVITY_SENSITIVITY,ATTRACT_FAIRNESS_SENSITIVITY,ATTRACT_BALANCE_SENSITIVITY,POPULARITY_THRESHOLD_BASE,PLATFORM_RAKE_PERCENTAGE,COST_AGREE_OR_RESUBMIT,EMPIRICAL_CASE_SCENARIO,CHURN_LOW_BALANCE_THRESHOLD,avg_score_for_combo
"{'POTENTIAL_USER_POOL_SIZE': 20000, 'INITIAL_ACTIVE_USERS': 100, 'NUM_POLITICIANS': 50, 'SIMULATION_STEPS': 180, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 6, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'POPULARITY_DECAY_RATE': 0.02, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 45, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.025, 'FINITE_DICTIONARY_SIZE': 1500, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 150, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'USER_ARCHETYPES_DIST': {'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 2.0, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.7, 'INNOVATOR_PROB_NEW_CONCEPT': 0.6, 'INNOVATOR_PROB_AGREE': 0.3, 'FOLLOWER_PROB_NEW_CONCEPT': 0.1, 'FOLLOWER_PROB_AGREE': 0.8, 'BALANCED_PROB_NEW_CONCEPT': 0.35, 'BALANCED_PROB_AGREE': 0.55, 'BASE_ATTRACTIVENESS_NO_USERS': 0.03, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.02, 'ATTRACT_REWARD_SENSITIVITY': 0.3, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.4, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.15, 'ATTRACT_BALANCE_SENSITIVITY': 0.2, 'POPULARITY_THRESHOLD_BASE': 10, 'PLATFORM_RAKE_PERCENTAGE': 0.25, 'COST_AGREE_OR_RESUBMIT': 2, 'EMPIRICAL_CASE_SCENARIO': 'BaselineEngagement', 'CHURN_LOW_BALANCE_THRESHOLD': 3.6}",12724,298329.0,54036.418828636786,38.04105648970378,30.478565742909414,0.5275421475037032,28.654511160012575,535678,0.5159988363782079,30490,636,4115,"[115, 134, 160, 186, 214, 242, 281, 310, 340, 367, 389, 424, 458, 494, 534, 568, 601, 637, 674, 707, 745, 782, 816, 852, 894, 927, 966, 994, 1034, 1075, 1114, 1161, 1203, 1248, 1289, 1333, 1374, 1419, 1467, 1519, 1564, 1620, 1669, 1718, 1768, 1822, 1882, 1937, 2003, 2062, 2119, 2183, 2246, 2306, 2375, 2441, 2504, 2578, 2645, 2719, 2786, 2854, 2926, 3000, 3067, 3140, 3227, 3299, 3363, 3443, 3514, 3569, 3622, 3703, 3786, 3866, 3929, 4013, 4079, 4164, 4263, 4339, 4436, 4526, 4627, 4719, 4820, 4912, 4994, 5088, 5172, 5288, 5394, 5496, 5591, 5692, 5816, 5918, 6023, 6116, 6227, 6312, 6407, 6513, 6606, 6702, 6826, 6946, 7044, 7165, 7284, 7379, 7484, 7601, 7741, 7868, 7996, 8103, 8206, 8325, 8456, 8597, 8716, 8836, 8950, 9028, 9099, 9169, 9258, 9323, 9403, 9481, 9552, 9658, 9737, 9809, 9888, 9970, 10052, 10127, 10212, 10284, 10358, 10431, 10510, 10568, 10642, 10713, 10778, 10865, 10950, 11007, 11083, 11156, 11233, 11291, 11354, 11419, 11467, 11519, 11587, 11646, 11701, 11771, 11819, 11905, 11955, 12018, 12089, 12157, 12242, 12326, 12376, 12431, 12481, 12530, 12591, 12636, 12681, 12724]","[np.float64(0.31711718752839335), np.float64(0.34689324953349965), np.float64(0.3566734423610039), np.float64(0.4318191583144409), np.float64(0.43011695552356366), np.float64(0.4971882602988638), np.float64(0.5366596432142104), np.float64(0.4581364752394911), np.float64(0.5174629964000078), np.float64(0.48495205636770583), np.float64(0.4537866692305285), np.float64(0.44211393292419937), np.float64(0.42408626371328134), np.float64(0.4525978903852344), np.float64(0.43028500311121515), np.float64(0.4213362316175503), np.float64(0.41463673268517065), np.float64(0.4149809752811919), np.float64(0.41844107890653626), np.float64(0.4156777616010604), np.float64(0.4124765746700165), np.float64(0.40399336799490626), np.float64(0.4113395561008271), np.float64(0.408406642771525), np.float64(0.41699875889849475), np.float64(0.41829775605545294), np.float64(0.4050720685418726), np.float64(0.4041558807804414), np.float64(0.40635127228278695), np.float64(0.3994435136924944), np.float64(0.3990484519849813), np.float64(0.4003664012392083), np.float64(0.40462908229144595), np.float64(0.40610509257658284), np.float64(0.3936886286565813), np.float64(0.3952654403424537), np.float64(0.3983253191118173), np.float64(0.40329015523193656), np.float64(0.40378644349279386), np.float64(0.39666287850481974), np.float64(0.39130235586112694), np.float64(0.3980065364487001), np.float64(0.40009679735046566), np.float64(0.38918177825816547), np.float64(0.3920365576495143), np.float64(0.38968151540593254), np.float64(0.4022272309520197), np.float64(0.39242951036544116), np.float64(0.3916342328419077), np.float64(0.38704376218076286), np.float64(0.389317854146078), np.float64(0.3762228343645734), np.float64(0.37787763986431516), np.float64(0.38606664339583796), np.float64(0.38544279666010195), np.float64(0.3790013548801224), np.float64(0.3804453256935328), np.float64(0.3837150386026883), np.float64(0.3802118699483694), np.float64(0.3824804866926744), np.float64(0.3744147644501199), np.float64(0.3783776175196172), np.float64(0.3737798886585231), np.float64(0.376368339441778), np.float64(0.3756420410649853), np.float64(0.3732770532389119), np.float64(0.3753629162969583), np.float64(0.36567880669311387), np.float64(0.367721154693081), np.float64(0.36281677117478683), np.float64(0.3662788490830175), np.float64(0.3660708891356948), np.float64(0.36358213071737555), np.float64(0.36810585852057676), np.float64(0.3587814507977895), np.float64(0.36007734767621746), np.float64(0.3650869412806379), np.float64(0.3635932745482504), np.float64(0.36512915980008503), np.float64(0.35882029653390535), np.float64(0.3595242910314479), np.float64(0.35490815861974234), np.float64(0.35326797696336276), np.float64(0.35399793426840204), np.float64(0.3576472039686405), np.float64(0.3533653020379067), np.float64(0.35553009536366476), np.float64(0.3538218772633315), np.float64(0.350714655721547), np.float64(0.3511709257988697), np.float64(0.3482613584609643), np.float64(0.34946393972960516), np.float64(0.34772021901232153), np.float64(0.34549334670635246), np.float64(0.3459166253659445), np.float64(0.34474441852096366), np.float64(0.3429007148399426), np.float64(0.3446764679578018), np.float64(0.3421243829952356), np.float64(0.33888368688565945), np.float64(0.33772867139103235), np.float64(0.3382613060514322), np.float64(0.3416395798113795), np.float64(0.34037744647795065), np.float64(0.3403237271981931), np.float64(0.3376902816091468), np.float64(0.33633652798377567), np.float64(0.3352170321283993), np.float64(0.3342169674800007), np.float64(0.3358640229709414), np.float64(0.33633730506976856), np.float64(0.33529955706716047), np.float64(0.33219717313147845), np.float64(0.32917841866275416), np.float64(0.32957770205646963), np.float64(0.3298940090104558), np.float64(0.33108715689721113), np.float64(0.33255492003782056), np.float64(0.32817282216844534), np.float64(0.33326031387676924), np.float64(0.3307532319572302), np.float64(0.32922459337878246), np.float64(0.3268036367861602), np.float64(0.3256393300758794), np.float64(0.32899194682702054), np.float64(0.22492121779209398), np.float64(0.22625287787354695), np.float64(0.22626527379094438), np.float64(0.22602722256746918), np.float64(0.23054778431614723), np.float64(0.22824757190090153), np.float64(0.22443086780982738), np.float64(0.22381191026113353), np.float64(0.22218720546901913), np.float64(0.22405772697200618), np.float64(0.2210380840772143), np.float64(0.22065455579271723), np.float64(0.2179204446439397), np.float64(0.21568380638434168), np.float64(0.2160640706542926), np.float64(0.21915459594175632), np.float64(0.21456996957852745), np.float64(0.21648716249947483), np.float64(0.21250371397530574), np.float64(0.21214908453883805), np.float64(0.20980324421802185), np.float64(0.2059962837322524), np.float64(0.208243220623863), np.float64(0.20902308044058746), np.float64(0.20649572052660978), np.float64(0.20748950787742373), np.float64(0.2056064728063183), np.float64(0.2019030585773637), np.float64(0.20365785431360714), np.float64(0.20076901247828202), np.float64(0.20417672977750526), np.float64(0.19901677984871133), np.float64(0.19675701718582808), np.float64(0.19752152155554567), np.float64(0.1955853719219495), np.float64(0.19713875101021902), np.float64(0.19467468380190575), np.float64(0.1887400668257683), np.float64(0.19376845772115), np.float64(0.19049079186026394), np.float64(0.1924698641259965), np.float64(0.19085461778024945), np.float64(0.18723602952352067), np.float64(0.18371690863784593), np.float64(0.1871566963506612), np.float64(0.185636126022122), np.float64(0.1850779672726591), np.float64(0.18347045810284365), np.float64(0.18113087697426425), np.float64(0.17954399578874472), np.float64(0.180613075226449), np.float64(0.17694547493404114), np.float64(0.17870957237574173), np.float64(0.17695015575119014), np.float64(0.17626083133434564)]",20000,100,50,180,100,20,6,0.65,0.02,True,45,1.8,0.025,1500,1.1,0.04,150,0.1,"{'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}",2.0,0.7,0.6,0.3,0.1,0.8,0.35,0.55,0.03,0.02,0.3,0.4,0.15,0.2,10,0.25,2,BaselineEngagement,3.6,2413.6968926271047
"{'POTENTIAL_USER_POOL_SIZE': 20000, 'INITIAL_ACTIVE_USERS': 100, 'NUM_POLITICIANS': 50, 'SIMULATION_STEPS': 180, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 6, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'POPULARITY_DECAY_RATE': 0.02, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 45, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.025, 'FINITE_DICTIONARY_SIZE': 1500, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 150, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'USER_ARCHETYPES_DIST': {'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 1.8, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.8, 'INNOVATOR_PROB_NEW_CONCEPT': 0.65, 'INNOVATOR_PROB_AGREE': 0.25, 'FOLLOWER_PROB_NEW_CONCEPT': 0.15, 'FOLLOWER_PROB_AGREE': 0.75, 'BALANCED_PROB_NEW_CONCEPT': 0.4, 'BALANCED_PROB_AGREE': 0.5, 'BASE_ATTRACTIVENESS_NO_USERS': 0.05, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.03, 'ATTRACT_REWARD_SENSITIVITY': 0.5, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.5, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.2, 'ATTRACT_BALANCE_SENSITIVITY': 0.3, 'POPULARITY_THRESHOLD_BASE': 10, 'PLATFORM_RAKE_PERCENTAGE': 0.25, 'COST_AGREE_OR_RESUBMIT': 2, 'EMPIRICAL_CASE_SCENARIO': 'HighEngagement_RewardDriven', 'CHURN_LOW_BALANCE_THRESHOLD': 3.6}",14431,467474.5,122635.72905605464,15.288091940615727,4.061312071596584,0.6333311157352156,46.9406139560668,840131,0.5714356646767028,47409,1206,9204,"[127, 161, 184, 216, 240, 274, 314, 349, 383, 423, 466, 504, 544, 578, 611, 642, 676, 711, 751, 794, 837, 874, 920, 970, 1020, 1072, 1110, 1158, 1206, 1257, 1308, 1358, 1406, 1466, 1536, 1588, 1650, 1709, 1767, 1834, 1897, 1969, 2029, 2105, 2173, 2240, 2305, 2381, 2454, 2529, 2608, 2688, 2762, 2843, 2930, 3002, 3077, 3156, 3235, 3311, 3400, 3495, 3587, 3671, 3773, 3866, 3967, 4064, 4167, 4283, 4389, 4495, 4611, 4706, 4815, 4917, 5015, 5129, 5246, 5386, 5503, 5626, 5743, 5885, 5992, 6125, 6270, 6405, 6544, 6701, 6834, 6969, 7106, 7252, 7415, 7559, 7723, 7898, 8078, 8265, 8420, 8582, 8764, 8938, 9118, 9293, 9489, 9704, 9880, 10066, 10270, 10477, 10694, 10919, 11126, 11332, 11542, 11771, 12009, 12254, 12508, 12762, 13025, 13289, 13558, 13831, 14084, 14336, 14617, 14896, 15174, 15458, 15748, 16055, 16353, 16641, 16932, 17256, 17538, 17636, 17663, 17662, 17654, 17623, 17567, 17537, 17484, 17425, 17374, 17296, 17237, 17173, 17093, 17010, 16927, 16875, 16785, 16716, 16629, 16543, 16466, 16377, 16275, 16171, 16084, 15983, 15879, 15776, 15677, 15569, 15470, 15371, 15277, 15167, 15049, 14937, 14810, 14697, 14564, 14431]","[np.float64(0.41906879976285577), np.float64(0.480912303864219), np.float64(0.4769671651476053), np.float64(0.4955605443933809), np.float64(0.5131854584319482), np.float64(0.541081651358388), np.float64(0.6834141173718177), np.float64(0.4902835188128812), np.float64(0.5272073805316916), np.float64(0.5533686267621261), np.float64(0.5904910708084553), np.float64(0.5195605813498009), np.float64(0.5024466700206582), np.float64(0.49430262050353363), np.float64(0.4904396772250076), np.float64(0.49088263553889183), np.float64(0.48703039001225723), np.float64(0.4654055596667377), np.float64(0.4890717299578059), np.float64(0.47843541944074564), np.float64(0.4710894206549119), np.float64(0.4743548387096773), np.float64(0.4677574370709382), np.float64(0.4695380434782608), np.float64(0.46904639175257734), np.float64(0.48882352941176466), np.float64(0.45133861940298503), np.float64(0.45432432432432435), np.float64(0.4533160621761658), np.float64(0.4713557213930347), np.float64(0.45595465393794743), np.float64(0.4543692660550458), np.float64(0.4540243004418262), np.float64(0.46680654338549077), np.float64(0.4734856753069576), np.float64(0.46637695312500005), np.float64(0.4673110831234256), np.float64(0.4547727272727272), np.float64(0.45667788180222346), np.float64(0.46028517526413093), np.float64(0.4791158049317785), np.float64(0.45929457273338503), np.float64(0.4523530875489269), np.float64(0.44624649045877074), np.float64(0.44478248121133657), np.float64(0.44315909588647384), np.float64(0.45614574633411153), np.float64(0.4487967089686001), np.float64(0.44158281602057625), np.float64(0.4506094023416679), np.float64(0.4481600168908827), np.float64(0.44507320304201314), np.float64(0.4419207629041436), np.float64(0.44672972822559964), np.float64(0.4455607489181318), np.float64(0.4445850216139451), np.float64(0.4470675235730205), np.float64(0.4345388410902671), np.float64(0.4388334920542354), np.float64(0.4432409045810577), np.float64(0.44331341824418213), np.float64(0.44385943299768105), np.float64(0.4413624492884082), np.float64(0.4299232946214306), np.float64(0.43964164102090664), np.float64(0.4291356251683907), np.float64(0.4300406620205186), np.float64(0.4336808302067412), np.float64(0.43577960850706066), np.float64(0.43293633919418145), np.float64(0.43857845724448175), np.float64(0.4285175147460969), np.float64(0.4308013491971622), np.float64(0.4326307812985841), np.float64(0.42996024462165905), np.float64(0.4193675028627168), np.float64(0.4277217455690698), np.float64(0.4275988549461487), np.float64(0.43051919603885097), np.float64(0.41839911732449), np.float64(0.4271230452429886), np.float64(0.42604645138136227), np.float64(0.42212627601268304), np.float64(0.4300884319899208), np.float64(0.42119383141315614), np.float64(0.42854323740678046), np.float64(0.4210011019240873), np.float64(0.4209210764396121), np.float64(0.42462307187813575), np.float64(0.41846535681133246), np.float64(0.42227423667200226), np.float64(0.4191426533929154), np.float64(0.41677305512285473), np.float64(0.41666860783136456), np.float64(0.4215470619569642), np.float64(0.4291128900810939), np.float64(0.42383296552973315), np.float64(0.4180317481938434), np.float64(0.42008216661439046), np.float64(0.4200107529854911), np.float64(0.4097294372720205), np.float64(0.4184934757330564), np.float64(0.4183846804250385), np.float64(0.4166253778361267), np.float64(0.4140957688686852), np.float64(0.4198853576731612), np.float64(0.41979071156440584), np.float64(0.4229696524795009), np.float64(0.42103914896981665), np.float64(0.4103497947741996), np.float64(0.41289907538747495), np.float64(0.41636515987358036), np.float64(0.41728296711699553), np.float64(0.4176246353299575), np.float64(0.41792269551760997), np.float64(0.4131359788724119), np.float64(0.4149245403727585), np.float64(0.4181333204466697), np.float64(0.4168202922969536), np.float64(0.4189953342498807), np.float64(0.4176708711281892), np.float64(0.4178332014773889), np.float64(0.41413270226363275), np.float64(0.41656455392798997), np.float64(0.41945104353504437), np.float64(0.4162885773961482), np.float64(0.4152921663129979), np.float64(0.41485486163596447), np.float64(0.4150427031559172), np.float64(0.4181554354454194), np.float64(0.41787954872799327), np.float64(0.4165307860236714), np.float64(0.4157376062232434), np.float64(0.4165586820688702), np.float64(0.41840804850660157), np.float64(0.4168574321895503), np.float64(0.4164624489409428), np.float64(0.4188368220663692), np.float64(0.42275324281073545), np.float64(0.4174610825357742), np.float64(0.31840111800462334), np.float64(0.3146616963790385), np.float64(0.31369069976800734), np.float64(0.3150077312870172), np.float64(0.3150498281967312), np.float64(0.313877903954628), np.float64(0.3100138274978319), np.float64(0.3139541924867648), np.float64(0.3078755251801353), np.float64(0.3082579804211104), np.float64(0.30991254726602036), np.float64(0.3065938320070354), np.float64(0.30478939611644595), np.float64(0.3054438536539523), np.float64(0.3024537007606427), np.float64(0.3039893585050423), np.float64(0.3066675146962231), np.float64(0.3009044418210056), np.float64(0.2988348692278391), np.float64(0.2977051507297316), np.float64(0.2967829428715951), np.float64(0.29408319208355926), np.float64(0.29584468465445235), np.float64(0.29100101580743165), np.float64(0.29097252090160586), np.float64(0.2896580334721519), np.float64(0.28354624917776905), np.float64(0.2812074987425589), np.float64(0.27235391197281933), np.float64(0.265457200098002), np.float64(0.26486969248634007), np.float64(0.25519745234757696), np.float64(0.25492441217333806), np.float64(0.24549567120891683), np.float64(0.2409840613485337), np.float64(0.23457458165904468), np.float64(0.22755616514841517), np.float64(0.22626824309240948), np.float64(0.22035739539085844), np.float64(0.2147429155385767)]",20000,100,50,180,100,20,6,0.65,0.02,True,45,1.8,0.025,1500,1.1,0.04,150,0.1,"{'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}",1.8,0.8,0.65,0.25,0.15,0.75,0.4,0.5,0.05,0.03,0.5,0.5,0.2,0.3,10,0.25,2,HighEngagement_RewardDriven,3.6,-17685.273783584096
