params_config_copy,final_num_active_users,final_treasury,total_rewards_paid,final_avg_balance,final_median_balance,final_gini_coefficient,users_broke_percent,total_actions_in_sim,avg_actions_per_active_user_per_step_overall,total_unique_word_instances_created,unique_popular_word_strings_count,total_popular_word_events,history_num_active_users,history_platform_attractiveness,history_avg_user_balance,POTENTIAL_USER_POOL_SIZE,INITIAL_ACTIVE_USERS,NUM_POLITICIANS,SIMULATION_STEPS,INITIAL_USER_BALANCE_MEAN,INITIAL_USER_BALANCE_STDDEV,COST_SUBMIT_FRESH_WORD,COST_INTERACT_STALE_WORD,REWARD_TO_ORIGINAL_SUBMITTER_SHARE,MIN_FRESHNESS_FOR_FULL_ORIGINATOR_COST_AND_REWARD,POPULARITY_DECAY_RATE,ENABLE_CHURN,CHURN_INACTIVITY_THRESHOLD_STEPS,CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER,CHURN_BASE_PROB_IF_CONDITIONS_MET,FINITE_DICTIONARY_SIZE,ZIPFIAN_ALPHA,INNOVATOR_OUT_OF_DICTIONARY_CHANCE,COMMON_WORD_VOCAB_SIZE,INNOVATOR_RARE_WORD_CHANCE,BASE_ATTRACTIVENESS_NO_USERS,BASE_ATTRACTIVENESS_WITH_USERS,ATTRACT_REWARD_SENSITIVITY,ATTRACT_ACTIVITY_SENSITIVITY,ATTRACT_FAIRNESS_SENSITIVITY,ATTRACT_BALANCE_SENSITIVITY,INNOVATOR_PROB_NEW_CONCEPT,INNOVATOR_PROB_AGREE,FOLLOWER_PROB_NEW_CONCEPT,FOLLOWER_PROB_AGREE,BALANCED_PROB_NEW_CONCEPT,BALANCED_PROB_AGREE,USER_ARCHETYPES_DIST,FOLLOWER_POPULARITY_BIAS_FACTOR,USER_ACTIVITY_RATE_ON_PLATFORM,FRESHNESS_DECAY_ON_INTERACT,FRESHNESS_RECOVERY_PER_DORMANT_STEP,FRESHNESS_DROP_AFTER_REWARD,REWARD_CYCLE_COOLDOWN_STEPS,POPULARITY_THRESHOLD_BASE,PLATFORM_RAKE_PERCENTAGE,EMPIRICAL_CASE_SCENARIO,CHURN_LOW_BALANCE_THRESHOLD,avg_score_for_combo
"{'POTENTIAL_USER_POOL_SIZE': 10000, 'INITIAL_ACTIVE_USERS': 70, 'NUM_POLITICIANS': 20, 'SIMULATION_STEPS': 120, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FRESH_WORD': 5, 'COST_INTERACT_STALE_WORD': 2, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'MIN_FRESHNESS_FOR_FULL_ORIGINATOR_COST_AND_REWARD': 0.8, 'POPULARITY_DECAY_RATE': 0.025, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 30, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.03, 'FINITE_DICTIONARY_SIZE': 1000, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 120, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.03, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.02, 'ATTRACT_REWARD_SENSITIVITY': 0.3, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.4, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.15, 'ATTRACT_BALANCE_SENSITIVITY': 0.2, 'INNOVATOR_PROB_NEW_CONCEPT': 0.6, 'INNOVATOR_PROB_AGREE': 0.3, 'FOLLOWER_PROB_NEW_CONCEPT': 0.1, 'FOLLOWER_PROB_AGREE': 0.8, 'BALANCED_PROB_NEW_CONCEPT': 0.35, 'BALANCED_PROB_AGREE': 0.55, 'USER_ARCHETYPES_DIST': {'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 2.0, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.7, 'FRESHNESS_DECAY_ON_INTERACT': 0.005, 'FRESHNESS_RECOVERY_PER_DORMANT_STEP': 0.002, 'FRESHNESS_DROP_AFTER_REWARD': 0.8, 'REWARD_CYCLE_COOLDOWN_STEPS': 45, 'POPULARITY_THRESHOLD_BASE': 12, 'PLATFORM_RAKE_PERCENTAGE': 0.25, 'EMPIRICAL_CASE_SCENARIO': 'BaselineEngagement', 'CHURN_LOW_BALANCE_THRESHOLD': 3.6}",7058,113788.0,45942.11307991721,51.39706893977741,51.489514913447074,0.42281619245231455,16.378577500708417,183230,0.556732104388409,9711,56,249,"[88, 113, 138, 154, 178, 202, 233, 258, 287, 312, 332, 359, 386, 411, 446, 483, 514, 542, 579, 615, 643, 670, 703, 733, 768, 806, 846, 875, 909, 944, 984, 1021, 1062, 1099, 1138, 1182, 1219, 1253, 1282, 1319, 1358, 1391, 1437, 1485, 1577, 1615, 1665, 1709, 1764, 1808, 1856, 1909, 1956, 2014, 2061, 2118, 2173, 2223, 2278, 2329, 2371, 2426, 2480, 2537, 2601, 2658, 2702, 2757, 2817, 2882, 2930, 3004, 3061, 3120, 3179, 3232, 3291, 3351, 3417, 3472, 3548, 3608, 3689, 3753, 3825, 3892, 3955, 4022, 4080, 4156, 4329, 4416, 4504, 4588, 4688, 4779, 4870, 4951, 5037, 5134, 5217, 5313, 5409, 5488, 5569, 5667, 5753, 5845, 5943, 6041, 6141, 6235, 6337, 6440, 6549, 6645, 6738, 6849, 6956, 7058]","[np.float64(0.28784050841408076), np.float64(0.3614437520002989), np.float64(0.394873174947017), np.float64(0.43426806939364143), np.float64(0.4270749617679533), np.float64(0.4269951675386076), np.float64(0.4268208447259354), np.float64(0.42623632545239265), np.float64(0.4177832840841438), np.float64(0.4199870641564553), np.float64(0.41849355859610876), np.float64(0.41620595025762097), np.float64(0.4128320173298416), np.float64(0.40946956290391007), np.float64(0.4030686608358375), np.float64(0.40825936906853155), np.float64(0.40535723833016263), np.float64(0.4042189946334793), np.float64(0.4009997489696918), np.float64(0.39993035292212326), np.float64(0.3983032347377308), np.float64(0.39569804417360377), np.float64(0.3942517964010785), np.float64(0.39359313282153485), np.float64(0.3929123533927782), np.float64(0.3922527078750263), np.float64(0.39180833592199016), np.float64(0.38804497385512515), np.float64(0.38728744322336295), np.float64(0.3899977225595268), np.float64(0.38955404231115076), np.float64(0.38704154406120783), np.float64(0.3854578593846971), np.float64(0.38760183932405623), np.float64(0.3842048024183128), np.float64(0.3863415625543143), np.float64(0.38527062890086644), np.float64(0.38497347062401277), np.float64(0.38037595128271123), np.float64(0.383633295584068), np.float64(0.38291395182670573), np.float64(0.3754857664079482), np.float64(0.37725877962966897), np.float64(0.37856772563981084), np.float64(0.7253008784448958), np.float64(0.3789983674105257), np.float64(0.377155205221287), np.float64(0.37545512788404656), np.float64(0.3747130632081271), np.float64(0.3751530922400747), np.float64(0.3759653523632079), np.float64(0.3714359296116649), np.float64(0.36946716357472137), np.float64(0.37255848963472515), np.float64(0.37164914187313813), np.float64(0.3717082577507314), np.float64(0.3663133389552966), np.float64(0.36722806311248657), np.float64(0.36752673508098427), np.float64(0.3663714216626105), np.float64(0.36218324472683866), np.float64(0.36290293355747794), np.float64(0.36088631439480023), np.float64(0.3618397195332548), np.float64(0.3572974125348281), np.float64(0.3591440298208501), np.float64(0.3604795520440898), np.float64(0.3542219029575625), np.float64(0.3531989865627321), np.float64(0.3513172942237882), np.float64(0.34719222871462885), np.float64(0.35131854399739854), np.float64(0.3484394016397769), np.float64(0.34855613963112375), np.float64(0.346865029821929), np.float64(0.3436113794316271), np.float64(0.3430205394896425), np.float64(0.34249341459178045), np.float64(0.33635716925998316), np.float64(0.33597305142244677), np.float64(0.3364678661970773), np.float64(0.33419977319772887), np.float64(0.3315590078382693), np.float64(0.33373486116001844), np.float64(0.32936648448185496), np.float64(0.3317933390588066), np.float64(0.32948837059142755), np.float64(0.3295042902740234), np.float64(0.3294854755602532), np.float64(0.3261251143266971), np.float64(0.6842514494140417), np.float64(0.3606853789114579), np.float64(0.3540449634586987), np.float64(0.3487604704320769), np.float64(0.35441090709109524), np.float64(0.3464821796511456), np.float64(0.34617476540843406), np.float64(0.34178174154762264), np.float64(0.3417237209282763), np.float64(0.33877088102359604), np.float64(0.33730842603932487), np.float64(0.3356514408811699), np.float64(0.33164760609999383), np.float64(0.33126046031138967), np.float64(0.32918508338907887), np.float64(0.330767711152361), np.float64(0.326828621492885), np.float64(0.3266572093209224), np.float64(0.32373027493987483), np.float64(0.3242097222145558), np.float64(0.32592588014384294), np.float64(0.3230943425256614), np.float64(0.32273417631091394), np.float64(0.3236675164700164), np.float64(0.32168793532935136), np.float64(0.31823542275022015), np.float64(0.31809735487078394), np.float64(0.31816425512239627), np.float64(0.3175013628724293), np.float64(0.3168685394781353)]","[np.float64(100.6867270614971), np.float64(99.23973333853233), np.float64(97.12144969160302), np.float64(95.04748135743505), np.float64(93.88693988531985), np.float64(93.9603344276787), np.float64(93.90177591351197), np.float64(93.1147497700341), np.float64(92.1437353406844), np.float64(90.83313913422572), np.float64(89.6932610190026), np.float64(89.01495273328932), np.float64(88.20348442283333), np.float64(87.29997615469924), np.float64(86.99977867343414), np.float64(86.41572515365647), np.float64(85.36906634041878), np.float64(84.26301421227474), np.float64(83.75950231687918), np.float64(83.22146564807066), np.float64(82.29490592035101), np.float64(81.1739784352564), np.float64(80.1676010676513), np.float64(79.21887569971553), np.float64(78.57011861312508), np.float64(78.02665527472053), np.float64(77.49411905745846), np.float64(76.61679601402057), np.float64(75.9113311495245), np.float64(75.13970249401261), np.float64(74.81744381442236), np.float64(74.17789898772821), np.float64(73.7778309491238), np.float64(73.1490429782786), np.float64(72.67219322040589), np.float64(72.31388621849428), np.float64(71.7267017490586), np.float64(70.89796501769608), np.float64(70.22565749360734), np.float64(69.38061174992116), np.float64(68.93647914478385), np.float64(68.22737876992615), np.float64(67.9255692404497), np.float64(67.54743304091124), np.float64(79.69306014986283), np.float64(78.61083620914226), np.float64(77.66633464903886), np.float64(76.58048444628176), np.float64(75.85075979453784), np.float64(75.14645012696852), np.float64(74.34913485819986), np.float64(73.61685232404002), np.float64(72.71399704396347), np.float64(72.09963011712205), np.float64(71.2392232061789), np.float64(70.6737733135876), np.float64(69.90547053834649), np.float64(69.09210776188173), np.float64(68.3075614184913), np.float64(67.76122153755608), np.float64(66.99118097860286), np.float64(66.18946852001588), np.float64(65.46775383787711), np.float64(65.01660407746313), np.float64(64.51668433525147), np.float64(63.945423869457116), np.float64(63.34925993273814), np.float64(62.74607664545759), np.float64(62.36979089847727), np.float64(61.99829362541237), np.float64(61.493459935766055), np.float64(61.16596660384711), np.float64(60.603832800193665), np.float64(60.223788973175424), np.float64(59.67293071999351), np.float64(59.14764520157095), np.float64(58.75598550966973), np.float64(58.29668981527903), np.float64(57.903425284612176), np.float64(57.52665382078988), np.float64(57.216492753830266), np.float64(56.96944231646446), np.float64(56.84616283837322), np.float64(56.494737751697244), np.float64(56.272639550133775), np.float64(56.006179915754785), np.float64(55.8308518247928), np.float64(55.50216340187924), np.float64(55.27219475088354), np.float64(54.99589457757233), np.float64(61.36764765878387), np.float64(60.78966816949483), np.float64(60.271053771900085), np.float64(59.682104387669725), np.float64(59.429893384296626), np.float64(59.01120714619132), np.float64(58.586761244255726), np.float64(58.152354092829704), np.float64(57.676326744013004), np.float64(57.34123281205188), np.float64(56.875618724576476), np.float64(56.52521982946425), np.float64(56.361202625758864), np.float64(56.05839083739625), np.float64(55.626529524706434), np.float64(55.35172903178653), np.float64(54.94975391265786), np.float64(54.6327770196572), np.float64(54.294360285893426), np.float64(53.99297088147246), np.float64(53.681034723013376), np.float64(53.35960816269569), np.float64(53.03297147041466), np.float64(52.76261267032515), np.float64(52.59901239327394), np.float64(52.342541140368574), np.float64(51.99326385581598), np.float64(51.74019797193169), np.float64(51.5909684356101), np.float64(51.39706893977741)]",10000,70,20,120,100,20,5,2,0.65,0.8,0.025,True,30,1.8,0.03,1000,1.1,0.04,120,0.1,0.03,0.02,0.3,0.4,0.15,0.2,0.6,0.3,0.1,0.8,0.35,0.55,"{'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}",2.0,0.7,0.005,0.002,0.8,45,12,0.25,BaselineEngagement,3.6,-10121.001423476733
"{'POTENTIAL_USER_POOL_SIZE': 10000, 'INITIAL_ACTIVE_USERS': 70, 'NUM_POLITICIANS': 20, 'SIMULATION_STEPS': 120, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FRESH_WORD': 5, 'COST_INTERACT_STALE_WORD': 2, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'MIN_FRESHNESS_FOR_FULL_ORIGINATOR_COST_AND_REWARD': 0.8, 'POPULARITY_DECAY_RATE': 0.025, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 30, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.03, 'FINITE_DICTIONARY_SIZE': 1000, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 120, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.05, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.03, 'ATTRACT_REWARD_SENSITIVITY': 0.5, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.5, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.2, 'ATTRACT_BALANCE_SENSITIVITY': 0.3, 'INNOVATOR_PROB_NEW_CONCEPT': 0.65, 'INNOVATOR_PROB_AGREE': 0.25, 'FOLLOWER_PROB_NEW_CONCEPT': 0.15, 'FOLLOWER_PROB_AGREE': 0.75, 'BALANCED_PROB_NEW_CONCEPT': 0.4, 'BALANCED_PROB_AGREE': 0.5, 'USER_ARCHETYPES_DIST': {'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 1.8, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.8, 'FRESHNESS_DECAY_ON_INTERACT': 0.005, 'FRESHNESS_RECOVERY_PER_DORMANT_STEP': 0.002, 'FRESHNESS_DROP_AFTER_REWARD': 0.8, 'REWARD_CYCLE_COOLDOWN_STEPS': 45, 'POPULARITY_THRESHOLD_BASE': 12, 'PLATFORM_RAKE_PERCENTAGE': 0.25, 'EMPIRICAL_CASE_SCENARIO': 'HighEngagement_RewardDriven', 'CHURN_LOW_BALANCE_THRESHOLD': 3.6}",8761,162758.0,53623.444121430424,44.34919912831721,43.31011528629227,0.4600820791510981,21.62995091884488,251830,0.6112675372590902,13630,96,474,"[92, 119, 150, 175, 200, 230, 260, 289, 323, 349, 380, 420, 444, 472, 505, 542, 576, 609, 658, 690, 721, 761, 799, 832, 860, 906, 951, 992, 1028, 1066, 1111, 1152, 1197, 1236, 1271, 1299, 1336, 1373, 1416, 1471, 1520, 1563, 1605, 1652, 1758, 1815, 1867, 1925, 1993, 2065, 2133, 2196, 2265, 2338, 2402, 2471, 2533, 2604, 2687, 2764, 2842, 2921, 3000, 3079, 3150, 3223, 3309, 3386, 3462, 3537, 3609, 3692, 3766, 3852, 3936, 4031, 4111, 4205, 4277, 4356, 4444, 4540, 4634, 4718, 4817, 4915, 5019, 5106, 5195, 5285, 5480, 5602, 5715, 5851, 5974, 6116, 6242, 6373, 6510, 6645, 6756, 6884, 7026, 7169, 7312, 7462, 7615, 7765, 7923, 8040, 8165, 8278, 8393, 8494, 8620, 8689, 8750, 8769, 8767, 8761]","[np.float64(0.4259187164205943), np.float64(0.4801230676776848), np.float64(0.4740359757608954), np.float64(0.4727371200397795), np.float64(0.47050957293010637), np.float64(0.4669772945952964), np.float64(0.4633131850194722), np.float64(0.4599811670468642), np.float64(0.45690056458002604), np.float64(0.45351777561285606), np.float64(0.44982382747797617), np.float64(0.44776993823983413), np.float64(0.4442532656109627), np.float64(0.4412126794005316), np.float64(0.4382773556911837), np.float64(0.4351859012135661), np.float64(0.4320702437303087), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.43000000000000005), np.float64(0.4290289350572261), np.float64(0.4278944831232397), np.float64(0.42691992310524085), np.float64(0.4263399737170097), np.float64(0.4249520647353642), np.float64(0.42408214629962615), np.float64(0.42304212594309953), np.float64(0.4222272094609699), np.float64(0.4211499798355707), np.float64(0.42027541363082177), np.float64(0.7723608297272164), np.float64(0.42195014497960426), np.float64(0.42269246395501703), np.float64(0.4224096856994356), np.float64(0.4192702045671688), np.float64(0.4207593069242449), np.float64(0.4230953516532861), np.float64(0.41888192845319516), np.float64(0.41978342965134635), np.float64(0.4152638791149071), np.float64(0.414481684125891), np.float64(0.4137839666351192), np.float64(0.41256893739865697), np.float64(0.41312203575717893), np.float64(0.4108083542270291), np.float64(0.4138934634289133), np.float64(0.4103380702087229), np.float64(0.41207182532743625), np.float64(0.4073000481082128), np.float64(0.40912489146865294), np.float64(0.4073457146487205), np.float64(0.40749278996255545), np.float64(0.4065056099880506), np.float64(0.404610905604817), np.float64(0.402863481188143), np.float64(0.40459350204220323), np.float64(0.4041036270742081), np.float64(0.4034209090697706), np.float64(0.400921397349554), np.float64(0.40228123626962875), np.float64(0.4020891198813613), np.float64(0.3993038972707992), np.float64(0.39933263872785546), np.float64(0.3978834218112247), np.float64(0.3988578557341373), np.float64(0.3967722365586266), np.float64(0.39644978402376013), np.float64(0.3959253296382351), np.float64(0.3969566088948364), np.float64(0.3949388424925325), np.float64(0.39622033695720715), np.float64(0.39620117920905557), np.float64(0.3940162016431929), np.float64(0.3935662182269423), np.float64(0.39567543813587375), np.float64(0.39394990419571396), np.float64(0.7547292742697763), np.float64(0.4045958823108531), np.float64(0.4038320730511109), np.float64(0.40549740349295715), np.float64(0.4010576963485174), np.float64(0.40467337081061705), np.float64(0.40385036032530913), np.float64(0.4015014923878839), np.float64(0.40151318045795065), np.float64(0.3988388739376334), np.float64(0.3986671672832727), np.float64(0.39706007288024564), np.float64(0.39868601706102735), np.float64(0.39957909824375926), np.float64(0.3970020091936644), np.float64(0.40123282140548466), np.float64(0.3968455443962231), np.float64(0.3991875530176291), np.float64(0.3963959369205468), np.float64(0.2983333123998372), np.float64(0.29683504864500954), np.float64(0.2969307953222471), np.float64(0.2971395886477589), np.float64(0.29481442699605087), np.float64(0.2933286866540523), np.float64(0.2948408158132103), np.float64(0.2939713416920242), np.float64(0.2922298428485409), np.float64(0.290675988095101), np.float64(0.29111135471025074)]","[np.float64(98.78377618241666), np.float64(96.87193589788949), np.float64(96.22570667992649), np.float64(95.85747669098782), np.float64(94.72076486509879), np.float64(93.25222109344725), np.float64(92.18987619510858), np.float64(91.25059188423012), np.float64(89.98476937353199), np.float64(88.9030714324868), np.float64(88.17594432555872), np.float64(86.95108853698756), np.float64(85.94026250287989), np.float64(84.97522025864315), np.float64(84.04348522300387), np.float64(82.9059484021078), np.float64(81.87974323799118), np.float64(80.8516863086376), np.float64(80.33009789111092), np.float64(79.0098004987364), np.float64(77.71052810765653), np.float64(77.03267415348866), np.float64(76.07141179036748), np.float64(75.11966405519357), np.float64(73.61993545748219), np.float64(72.70039234656504), np.float64(72.105907009149), np.float64(71.58197452532686), np.float64(71.00551714544576), np.float64(70.20334211288038), np.float64(69.83883831889486), np.float64(69.2421958929739), np.float64(68.77615323550415), np.float64(67.88868096780014), np.float64(67.19523274033013), np.float64(66.43764713003854), np.float64(65.93704128541017), np.float64(64.99085491487241), np.float64(64.48726678807955), np.float64(64.00050557898092), np.float64(63.67639570912001), np.float64(63.05939435475765), np.float64(62.63719773437193), np.float64(62.101216728608), np.float64(73.33289192485599), np.float64(72.3995081478811), np.float64(71.26884854652171), np.float64(70.4983688874576), np.float64(69.7621697123576), np.float64(68.9092112353352), np.float64(68.08499688343292), np.float64(67.29115992583392), np.float64(66.69834634654337), np.float64(65.99255679791237), np.float64(65.23394823653592), np.float64(64.51050446407481), np.float64(63.85125431991258), np.float64(63.271986907390115), np.float64(62.64041375633918), np.float64(62.04911808793612), np.float64(61.4655334597578), np.float64(60.92550815342276), np.float64(60.35025255242776), np.float64(59.822451454252516), np.float64(59.36134546979447), np.float64(58.98631808946845), np.float64(58.59147330043829), np.float64(58.02173687112912), np.float64(57.650630000898275), np.float64(57.27062980957928), np.float64(56.76565944944716), np.float64(56.393597220268276), np.float64(55.873611168290125), np.float64(55.470438486907184), np.float64(55.16778423591101), np.float64(54.743694885931255), np.float64(54.38470951466379), np.float64(54.15806417818222), np.float64(53.819894166685856), np.float64(53.73845654474911), np.float64(53.476466407187864), np.float64(53.28590565231846), np.float64(53.150566318376995), np.float64(52.960258211244536), np.float64(52.983533969624645), np.float64(52.720423162490185), np.float64(52.65784167426626), np.float64(52.46281371563452), np.float64(52.275747806210084), np.float64(52.002091780856276), np.float64(57.78711543464462), np.float64(57.06666462134442), np.float64(56.526366580956065), np.float64(56.02763266893755), np.float64(55.564624380193486), np.float64(55.28139108118876), np.float64(54.9142267518804), np.float64(54.48708010759452), np.float64(54.12192213018187), np.float64(53.90339764611367), np.float64(53.48892719210126), np.float64(53.23441383980319), np.float64(52.935115171084355), np.float64(52.63574914895117), np.float64(52.296026704608366), np.float64(52.06931679484277), np.float64(51.78434368140233), np.float64(51.59010785340092), np.float64(51.42126172096732), np.float64(50.84416835801009), np.float64(50.408610924091576), np.float64(49.96206910641234), np.float64(49.52251314530412), np.float64(49.0878998663722), np.float64(48.71047156666129), np.float64(48.093593380830086), np.float64(47.310859350787545), np.float64(46.456474227561564), np.float64(45.39280170147213), np.float64(44.34919912831721)]",10000,70,20,120,100,20,5,2,0.65,0.8,0.025,True,30,1.8,0.03,1000,1.1,0.04,120,0.1,0.05,0.03,0.5,0.5,0.2,0.3,0.65,0.25,0.15,0.75,0.4,0.5,"{'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}",1.8,0.8,0.005,0.002,0.8,45,12,0.25,HighEngagement_RewardDriven,3.6,-46996.71175445754
