params_config_copy,final_num_active_users,final_treasury,total_rewards_paid,final_avg_balance,final_median_balance,final_gini_coefficient,users_broke_percent,total_actions_in_sim,avg_actions_per_active_user_per_step_overall,total_unique_word_instances_created,unique_popular_word_strings_count,total_popular_word_events,history_num_active_users,history_platform_attractiveness,history_avg_user_balance,POTENTIAL_USER_POOL_SIZE,INITIAL_ACTIVE_USERS,NUM_POLITICIANS,SIMULATION_STEPS,INITIAL_USER_BALANCE_MEAN,INITIAL_USER_BALANCE_STDDEV,COST_SUBMIT_FIRST_TIME_WORD,COST_AGREE_OR_RESUBMIT,REWARD_TO_ORIGINAL_SUBMITTER_SHARE,POPULARITY_DECAY_RATE,ENABLE_CHURN,CHURN_INACTIVITY_THRESHOLD_STEPS,CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER,CHURN_BASE_PROB_IF_CONDITIONS_MET,FINITE_DICTIONARY_SIZE,ZIPFIAN_ALPHA,INNOVATOR_OUT_OF_DICTIONARY_CHANCE,COMMON_WORD_VOCAB_SIZE,INNOVATOR_RARE_WORD_CHANCE,BASE_ATTRACTIVENESS_NO_USERS,BASE_ATTRACTIVENESS_WITH_USERS,ATTRACT_REWARD_SENSITIVITY,ATTRACT_ACTIVITY_SENSITIVITY,ATTRACT_FAIRNESS_SENSITIVITY,ATTRACT_BALANCE_SENSITIVITY,INNOVATOR_PROB_NEW_CONCEPT,INNOVATOR_PROB_AGREE,FOLLOWER_PROB_NEW_CONCEPT,FOLLOWER_PROB_AGREE,BALANCED_PROB_NEW_CONCEPT,BALANCED_PROB_AGREE,USER_ARCHETYPES_DIST,FOLLOWER_POPULARITY_BIAS_FACTOR,USER_ACTIVITY_RATE_ON_PLATFORM,POPULARITY_THRESHOLD_BASE,PLATFORM_RAKE_PERCENTAGE,EMPIRICAL_CASE_SCENARIO,CHURN_LOW_BALANCE_THRESHOLD,avg_score_for_combo
"{'POTENTIAL_USER_POOL_SIZE': 15000, 'INITIAL_ACTIVE_USERS': 80, 'NUM_POLITICIANS': 30, 'SIMULATION_STEPS': 120, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 5, 'COST_AGREE_OR_RESUBMIT': 3, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.7, 'POPULARITY_DECAY_RATE': 0.03, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 35, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.04, 'FINITE_DICTIONARY_SIZE': 1200, 'ZIPFIAN_ALPHA': 1.08, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 150, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.03, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.02, 'ATTRACT_REWARD_SENSITIVITY': 0.3, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.4, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.15, 'ATTRACT_BALANCE_SENSITIVITY': 0.2, 'INNOVATOR_PROB_NEW_CONCEPT': 0.6, 'INNOVATOR_PROB_AGREE': 0.3, 'FOLLOWER_PROB_NEW_CONCEPT': 0.1, 'FOLLOWER_PROB_AGREE': 0.8, 'BALANCED_PROB_NEW_CONCEPT': 0.35, 'BALANCED_PROB_AGREE': 0.55, 'USER_ARCHETYPES_DIST': {'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 2.0, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.7, 'POPULARITY_THRESHOLD_BASE': 8, 'PLATFORM_RAKE_PERCENTAGE': 0.15, 'EMPIRICAL_CASE_SCENARIO': 'BaselineEngagement', 'CHURN_LOW_BALANCE_THRESHOLD': 5.4}",3568,63536.249999852866,24923.40422024177,32.72062754971583,20.27173518712231,0.5702232719217282,36.01457399103139,133997,0.5089389145685127,10792,303,1435,"[100, 113, 137, 163, 193, 229, 257, 283, 313, 345, 373, 398, 423, 454, 486, 516, 545, 579, 620, 656, 684, 720, 752, 782, 812, 845, 889, 931, 973, 1006, 1040, 1071, 1108, 1146, 1176, 1217, 1260, 1310, 1358, 1402, 1449, 1499, 1547, 1583, 1622, 1674, 1722, 1781, 1826, 1879, 1918, 1958, 2011, 2059, 2121, 2163, 2213, 2262, 2319, 2365, 2425, 2472, 2530, 2585, 2626, 2678, 2739, 2804, 2852, 2898, 2951, 2977, 3010, 3032, 3061, 3085, 3116, 3150, 3173, 3210, 3232, 3262, 3289, 3307, 3328, 3347, 3376, 3389, 3409, 3425, 3444, 3458, 3471, 3481, 3493, 3515, 3517, 3533, 3539, 3556, 3558, 3568, 3579, 3589, 3597, 3605, 3617, 3618, 3620, 3608, 3618, 3611, 3609, 3603, 3592, 3599, 3588, 3581, 3578, 3568]","[np.float64(0.2740087288891736), np.float64(0.3335417298940836), np.float64(0.4070992102815037), np.float64(0.4561200013100415), np.float64(0.45957588908261904), np.float64(0.5592644849561508), np.float64(0.5158484821425432), np.float64(0.4664789525861394), np.float64(0.42697467777362436), np.float64(0.4451823032487709), np.float64(0.43706800445914606), np.float64(0.4288894834097858), np.float64(0.42408077411357276), np.float64(0.41373517209210836), np.float64(0.4230664481796312), np.float64(0.4185049381074643), np.float64(0.4241660560150443), np.float64(0.42249255354741005), np.float64(0.413616344730707), np.float64(0.41043883143636095), np.float64(0.39827625576202447), np.float64(0.4005061528214552), np.float64(0.39647209841843417), np.float64(0.39552590720115127), np.float64(0.40657835398522746), np.float64(0.39665440433220456), np.float64(0.40140371805907593), np.float64(0.4041911164245069), np.float64(0.4026262782420884), np.float64(0.40233718534802665), np.float64(0.40140781705318407), np.float64(0.39359524741891694), np.float64(0.3941766071595027), np.float64(0.3871902334475558), np.float64(0.4026562584992877), np.float64(0.39574208530018684), np.float64(0.3959595465149476), np.float64(0.3895251771716699), np.float64(0.3966376956988377), np.float64(0.383708849342629), np.float64(0.387385478721926), np.float64(0.3906975366914244), np.float64(0.3840031467941405), np.float64(0.3772025062476905), np.float64(0.3812969417145995), np.float64(0.3798023661189586), np.float64(0.37760920264232817), np.float64(0.37509853026892276), np.float64(0.3742243104721217), np.float64(0.3716807013240087), np.float64(0.37261200386901694), np.float64(0.37380502049541237), np.float64(0.3697017653600251), np.float64(0.3686447226979656), np.float64(0.3607750552695848), np.float64(0.36899022233034345), np.float64(0.3673943086322995), np.float64(0.3665024923297958), np.float64(0.3645192209549385), np.float64(0.35965974830361513), np.float64(0.35787321852792153), np.float64(0.3484164554251366), np.float64(0.3555051336564952), np.float64(0.35141875134919337), np.float64(0.35009263118080575), np.float64(0.3473828989929673), np.float64(0.34438910979434145), np.float64(0.34639525705738894), np.float64(0.33808032595539994), np.float64(0.3372093833409876), np.float64(0.3376068254141182), np.float64(0.2395300324667655), np.float64(0.23283841646168943), np.float64(0.23295728721000616), np.float64(0.2336191169172506), np.float64(0.22671753195212938), np.float64(0.2313968304910131), np.float64(0.22771713141065095), np.float64(0.22280789954276722), np.float64(0.22543938881399547), np.float64(0.22238712625187082), np.float64(0.21787074735513398), np.float64(0.22450210749007107), np.float64(0.21854500387919581), np.float64(0.21713217437696594), np.float64(0.21269596580511166), np.float64(0.2115294206407902), np.float64(0.2045353132211811), np.float64(0.2035970219584581), np.float64(0.20320281097518192), np.float64(0.20388368023600886), np.float64(0.20502313954371806), np.float64(0.2037893149347589), np.float64(0.19610132310032338), np.float64(0.19629706305854058), np.float64(0.19446474873038513), np.float64(0.19102114156838254), np.float64(0.18969345971606724), np.float64(0.1891072784839619), np.float64(0.18288118031325148), np.float64(0.18622702742292993), np.float64(0.18039532947084544), np.float64(0.1837142130256971), np.float64(0.1816234391452977), np.float64(0.17623139377332506), np.float64(0.1735761160498985), np.float64(0.17865792379017018), np.float64(0.17207754640951198), np.float64(0.1716530817239337), np.float64(0.1740696119965621), np.float64(0.1660214142294252), np.float64(0.1650710530881815), np.float64(0.16255978916052036), np.float64(0.1576131196911029), np.float64(0.15534569614250057), np.float64(0.15815463472623262), np.float64(0.15371101301769743), np.float64(0.15446552524923038), np.float64(0.1572056619311579), np.float64(0.1508175916252633)]","[np.float64(97.70853688784804), np.float64(96.31976935830701), np.float64(94.93268428022316), np.float64(95.31876022091018), np.float64(94.11272430948901), np.float64(95.13811552914933), np.float64(94.98549504909906), np.float64(93.47111385536373), np.float64(92.06485343243114), np.float64(90.98153541803816), np.float64(89.99987530295405), np.float64(89.067871077665), np.float64(87.94292229634226), np.float64(86.90213958283934), np.float64(85.55554051176853), np.float64(84.94843635382246), np.float64(84.04365782379624), np.float64(82.84101987444737), np.float64(82.29532120204878), np.float64(81.48665309632747), np.float64(80.38758880837332), np.float64(79.46949217854099), np.float64(78.52785923018274), np.float64(77.5053190023703), np.float64(76.33174058651056), np.float64(75.56471963025447), np.float64(74.9233833444161), np.float64(74.21688093014521), np.float64(73.49087024573473), np.float64(72.33246794368127), np.float64(71.48076634447929), np.float64(70.19436642882742), np.float64(69.19051311950219), np.float64(68.47624239368466), np.float64(67.44617126557921), np.float64(66.90243770210762), np.float64(66.7300153465474), np.float64(66.28643129256274), np.float64(65.69080426600809), np.float64(64.93903666978524), np.float64(64.42553554339743), np.float64(63.97579761712654), np.float64(63.40713470520665), np.float64(62.51326287487745), np.float64(62.15861441476344), np.float64(61.6344581858805), np.float64(60.92088853803629), np.float64(60.45366984208356), np.float64(59.83553619515398), np.float64(59.37165466236059), np.float64(58.67304855236737), np.float64(58.12636229493208), np.float64(57.668707800907264), np.float64(57.12284167709619), np.float64(56.73174406000733), np.float64(56.24651016364962), np.float64(55.68745025943276), np.float64(55.27777741438011), np.float64(54.83881397050453), np.float64(54.38949408318901), np.float64(54.195099646438145), np.float64(53.66068751209377), np.float64(53.62462602658881), np.float64(53.33367516702159), np.float64(52.79527061162597), np.float64(52.599399197315456), np.float64(52.497067005819076), np.float64(52.269714577322084), np.float64(51.95235818508727), np.float64(51.75154772879187), np.float64(51.49766151308175), np.float64(50.835229184586986), np.float64(50.252243998656965), np.float64(49.3711821993394), np.float64(48.92206779727137), np.float64(48.38436858434609), np.float64(47.781036500086294), np.float64(47.37058655499459), np.float64(46.75395238195062), np.float64(46.30266646502454), np.float64(45.673015732750585), np.float64(45.29263277013704), np.float64(44.92529202616014), np.float64(44.28452502785758), np.float64(43.72638360627464), np.float64(43.108028210980294), np.float64(42.54523074057865), np.float64(42.164391432835714), np.float64(41.848792473154674), np.float64(41.83484850301254), np.float64(41.410016170649975), np.float64(41.01078061397652), np.float64(40.68988207141592), np.float64(40.33444921392455), np.float64(40.04179432862913), np.float64(39.529728283120434), np.float64(39.135446043312875), np.float64(38.69067130687326), np.float64(38.45459141150474), np.float64(38.02825199780176), np.float64(37.772335784334274), np.float64(37.384414508069746), np.float64(37.25764788619596), np.float64(37.04671303136456), np.float64(36.69657170542245), np.float64(36.542877783048404), np.float64(36.22826088035036), np.float64(36.10737150308438), np.float64(35.973439524284565), np.float64(35.652098463438314), np.float64(35.21050711470948), np.float64(34.911264557334725), np.float64(34.50931792424544), np.float64(34.25534355137056), np.float64(33.84233279095079), np.float64(33.69553104361534), np.float64(33.554870699574614), np.float64(33.3426995963901), np.float64(33.06524380921811), np.float64(32.72062754971583)]",15000,80,30,120,100,20,5,3,0.7,0.03,True,35,1.8,0.04,1200,1.08,0.04,150,0.1,0.03,0.02,0.3,0.4,0.15,0.2,0.6,0.3,0.1,0.8,0.35,0.55,"{'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}",2.0,0.7,8,0.15,BaselineEngagement,5.4,-68586.72482966023
"{'POTENTIAL_USER_POOL_SIZE': 15000, 'INITIAL_ACTIVE_USERS': 80, 'NUM_POLITICIANS': 30, 'SIMULATION_STEPS': 120, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 5, 'COST_AGREE_OR_RESUBMIT': 3, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.7, 'POPULARITY_DECAY_RATE': 0.03, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 35, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.04, 'FINITE_DICTIONARY_SIZE': 1200, 'ZIPFIAN_ALPHA': 1.08, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 150, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.05, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.03, 'ATTRACT_REWARD_SENSITIVITY': 0.5, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.5, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.2, 'ATTRACT_BALANCE_SENSITIVITY': 0.3, 'INNOVATOR_PROB_NEW_CONCEPT': 0.65, 'INNOVATOR_PROB_AGREE': 0.25, 'FOLLOWER_PROB_NEW_CONCEPT': 0.15, 'FOLLOWER_PROB_AGREE': 0.75, 'BALANCED_PROB_NEW_CONCEPT': 0.4, 'BALANCED_PROB_AGREE': 0.5, 'USER_ARCHETYPES_DIST': {'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 1.8, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.8, 'POPULARITY_THRESHOLD_BASE': 8, 'PLATFORM_RAKE_PERCENTAGE': 0.15, 'EMPIRICAL_CASE_SCENARIO': 'HighEngagement_RewardDriven', 'CHURN_LOW_BALANCE_THRESHOLD': 5.4}",5973,96673.19999966004,51178.71705358031,37.28224674572532,28.50612207449859,0.5367355626747657,32.29532898041185,203568,0.5602439480839727,16892,592,2980,"[107, 132, 166, 200, 233, 275, 311, 347, 379, 414, 450, 489, 529, 570, 606, 644, 679, 723, 758, 795, 835, 879, 924, 968, 1017, 1067, 1113, 1162, 1217, 1263, 1300, 1354, 1403, 1461, 1520, 1570, 1616, 1673, 1737, 1805, 1855, 1916, 1972, 2027, 2088, 2155, 2226, 2288, 2353, 2416, 2484, 2551, 2626, 2696, 2751, 2825, 2898, 2959, 3020, 3084, 3164, 3219, 3277, 3347, 3414, 3470, 3523, 3564, 3607, 3658, 3711, 3770, 3815, 3854, 3910, 3966, 4020, 4070, 4119, 4187, 4232, 4270, 4317, 4353, 4408, 4463, 4513, 4571, 4608, 4672, 4717, 4780, 4840, 4896, 4954, 4992, 5031, 5084, 5121, 5163, 5193, 5217, 5262, 5319, 5370, 5417, 5462, 5493, 5540, 5598, 5634, 5655, 5698, 5736, 5768, 5806, 5845, 5896, 5943, 5973]","[np.float64(0.44343675897947066), np.float64(0.47070877434456504), np.float64(0.5614311030144502), np.float64(0.5121862513937336), np.float64(0.5449501214914265), np.float64(0.6883406304497721), np.float64(0.6715663197920806), np.float64(0.501044455407668), np.float64(0.5011376644411585), np.float64(0.4923339815561356), np.float64(0.4658283123721589), np.float64(0.5170347463917231), np.float64(0.5110750165409654), np.float64(0.46753822959361657), np.float64(0.48642506150072506), np.float64(0.4854700290390591), np.float64(0.4727929398431265), np.float64(0.48007363770250366), np.float64(0.47134393729829427), np.float64(0.45485708003518033), np.float64(0.4485324947589099), np.float64(0.4437425149700599), np.float64(0.45143534319302236), np.float64(0.47124278499278505), np.float64(0.45795282369146006), np.float64(0.452984267453294), np.float64(0.4576163698844111), np.float64(0.46716681641209945), np.float64(0.4568215720022949), np.float64(0.4511859764448096), np.float64(0.4594998680390605), np.float64(0.45299358974358983), np.float64(0.4596676832936891), np.float64(0.47048313282120313), np.float64(0.4578705341405618), np.float64(0.4503286231614766), np.float64(0.4655048790319687), np.float64(0.4585826028669586), np.float64(0.4507955304671022), np.float64(0.442267121194501), np.float64(0.45543702959023813), np.float64(0.4346145547219308), np.float64(0.45002462944292154), np.float64(0.4408734001517997), np.float64(0.44838684407425333), np.float64(0.44317155068312475), np.float64(0.4652726651677988), np.float64(0.4349428638323152), np.float64(0.4313489824209884), np.float64(0.4353908365620467), np.float64(0.4212317097362588), np.float64(0.4401966834387545), np.float64(0.43106729495620405), np.float64(0.43964759507382734), np.float64(0.4370480191613301), np.float64(0.4376467800813173), np.float64(0.43390166047350104), np.float64(0.42418362826771105), np.float64(0.4253793503080877), np.float64(0.4300906276109018), np.float64(0.4307893388661878), np.float64(0.32692692852673877), np.float64(0.32971450180891426), np.float64(0.3289891055354869), np.float64(0.3297333367836348), np.float64(0.33088980396589407), np.float64(0.31204514762269786), np.float64(0.33028519032496995), np.float64(0.3172016596158981), np.float64(0.3225275263939804), np.float64(0.32003958219478357), np.float64(0.31570978312607356), np.float64(0.3141340293265438), np.float64(0.3103642822215734), np.float64(0.31763114905577194), np.float64(0.3050857447865518), np.float64(0.3197932037642872), np.float64(0.30878935143482444), np.float64(0.31277762532775755), np.float64(0.31455965957854093), np.float64(0.30275056938333045), np.float64(0.3104702071086318), np.float64(0.2993346159025496), np.float64(0.3061850488042678), np.float64(0.3045938804401167), np.float64(0.30400528241398517), np.float64(0.3027455116149207), np.float64(0.3072211471867885), np.float64(0.3030768898918609), np.float64(0.30152828932573417), np.float64(0.3001165374033662), np.float64(0.30176938211767124), np.float64(0.2985893656758075), np.float64(0.30620683377931657), np.float64(0.2931727952925378), np.float64(0.30144949123400566), np.float64(0.3076734413737673), np.float64(0.2987968884891016), np.float64(0.2947382815246302), np.float64(0.29525634425800595), np.float64(0.28989275739902254), np.float64(0.29431065603172024), np.float64(0.29288868230434295), np.float64(0.28995992873645793), np.float64(0.29455774079265595), np.float64(0.2889704365623911), np.float64(0.29037618090283257), np.float64(0.2913979380282362), np.float64(0.29080255386139653), np.float64(0.2773148420308986), np.float64(0.2938287512756752), np.float64(0.2822594773954654), np.float64(0.28802558988415017), np.float64(0.27961095121399004), np.float64(0.2792473718924451), np.float64(0.285551476504474), np.float64(0.28132893033058504), np.float64(0.2815100415510907), np.float64(0.28565563613202416), np.float64(0.2819133431264278)]","[np.float64(95.61632042015094), np.float64(94.55822120683692), np.float64(93.84739169617096), np.float64(92.27873494158659), np.float64(91.91239899112578), np.float64(91.90976316301683), np.float64(92.34868770823657), np.float64(91.29835372502276), np.float64(89.65206303996662), np.float64(88.08776542303313), np.float64(86.4784710194632), np.float64(85.60465786539334), np.float64(85.19000637787636), np.float64(84.40932849244444), np.float64(83.69352086413815), np.float64(82.75720493045554), np.float64(81.162815006598), np.float64(80.36452085699625), np.float64(79.27089682521155), np.float64(78.0648873240328), np.float64(76.86407214166442), np.float64(75.8320856056997), np.float64(75.09279859669722), np.float64(74.04609881409728), np.float64(73.34370547119148), np.float64(72.36340918359213), np.float64(71.63761877980575), np.float64(71.02832133068296), np.float64(70.2762495129427), np.float64(69.19033648424276), np.float64(67.82213262467477), np.float64(67.11120649749176), np.float64(66.17834413551905), np.float64(65.43141691737989), np.float64(64.84905859700808), np.float64(63.878195100050725), np.float64(63.123753725358114), np.float64(62.57367816162966), np.float64(62.01585609017907), np.float64(61.417698182313785), np.float64(60.77554976328568), np.float64(60.053621354058386), np.float64(59.352744706599914), np.float64(58.65576844583165), np.float64(58.22261076506974), np.float64(57.806364085733016), np.float64(57.508510884618175), np.float64(56.96155049719399), np.float64(56.483924923910166), np.float64(55.958699034185265), np.float64(55.599522550836205), np.float64(55.25020850913557), np.float64(54.79347406132959), np.float64(54.2970334830686), np.float64(53.97304999834233), np.float64(53.6717171191966), np.float64(53.14101444720616), np.float64(52.669731397901415), np.float64(52.2738345942755), np.float64(51.890524026575626), np.float64(51.591799581846125), np.float64(51.18829682310492), np.float64(50.68183041400241), np.float64(50.318627829245756), np.float64(49.83618668273932), np.float64(49.38180088802115), np.float64(48.74240455739873), np.float64(48.1640906338281), np.float64(47.46845595750877), np.float64(46.90916153467563), np.float64(46.38139721636329), np.float64(45.841820078258145), np.float64(45.08064122809798), np.float64(44.669875552641734), np.float64(44.241617672774325), np.float64(43.84040717677953), np.float64(43.620456318447815), np.float64(43.40357358048397), np.float64(43.21247519910083), np.float64(43.03047868129724), np.float64(42.702298968583214), np.float64(42.392065367475745), np.float64(42.0641249671352), np.float64(41.79333972971799), np.float64(41.722081998711445), np.float64(41.444257958742774), np.float64(41.176526989154226), np.float64(40.8502578655135), np.float64(40.76809733487876), np.float64(40.67073599057062), np.float64(40.69217497587345), np.float64(40.445258526291546), np.float64(40.34406955552602), np.float64(40.479750529166004), np.float64(40.27215285409712), np.float64(40.00677520746341), np.float64(39.97725806661923), np.float64(39.96473293789338), np.float64(39.67752027302576), np.float64(39.59072063806281), np.float64(39.426553173872236), np.float64(39.10312045097159), np.float64(38.9492665193508), np.float64(38.713822157444476), np.float64(38.59763273042456), np.float64(38.461694603368315), np.float64(38.29742673720797), np.float64(38.34060664931403), np.float64(38.23089063025967), np.float64(38.17209172920045), np.float64(38.11750053281157), np.float64(37.91240766559864), np.float64(37.90749284648707), np.float64(37.72750541347214), np.float64(37.52134180198057), np.float64(37.52951167935152), np.float64(37.47466661698449), np.float64(37.23372179218555), np.float64(37.19547027039354), np.float64(37.28224674572532)]",15000,80,30,120,100,20,5,3,0.7,0.03,True,35,1.8,0.04,1200,1.08,0.04,150,0.1,0.05,0.03,0.5,0.5,0.2,0.3,0.65,0.25,0.15,0.75,0.4,0.5,"{'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}",1.8,0.8,8,0.15,HighEngagement_RewardDriven,5.4,-40546.510610948455
