params_config_copy,final_num_active_users,final_treasury,total_rewards_paid,final_avg_balance,final_median_balance,final_gini_coefficient,users_broke_percent,total_actions_in_sim,avg_actions_per_active_user_per_step_overall,total_unique_word_instances_created,unique_popular_word_strings_count,total_popular_word_events,history_num_active_users,history_platform_attractiveness,POTENTIAL_USER_POOL_SIZE,INITIAL_ACTIVE_USERS,NUM_POLITICIANS,SIMULATION_STEPS,INITIAL_USER_BALANCE_MEAN,INITIAL_USER_BALANCE_STDDEV,COST_SUBMIT_FIRST_TIME_WORD,COST_AGREE_OR_RESUBMIT,REWARD_TO_ORIGINAL_SUBMITTER_SHARE,POPULARITY_DECAY_RATE,ENABLE_CHURN,CHURN_INACTIVITY_THRESHOLD_STEPS,CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER,CHURN_BASE_PROB_IF_CONDITIONS_MET,FINITE_DICTIONARY_SIZE,ZIPFIAN_ALPHA,INNOVATOR_OUT_OF_DICTIONARY_CHANCE,COMMON_WORD_VOCAB_SIZE,INNOVATOR_RARE_WORD_CHANCE,BASE_ATTRACTIVENESS_NO_USERS,BASE_ATTRACTIVENESS_WITH_USERS,ATTRACT_REWARD_SENSITIVITY,ATTRACT_ACTIVITY_SENSITIVITY,ATTRACT_FAIRNESS_SENSITIVITY,ATTRACT_BALANCE_SENSITIVITY,USER_ARCHETYPES_DIST,FOLLOWER_POPULARITY_BIAS_FACTOR,USER_ACTIVITY_RATE_ON_PLATFORM,INNOVATOR_PROB_NEW_CONCEPT,INNOVATOR_PROB_AGREE,FOLLOWER_PROB_NEW_CONCEPT,FOLLOWER_PROB_AGREE,BALANCED_PROB_NEW_CONCEPT,BALANCED_PROB_AGREE,POPULARITY_THRESHOLD_BASE,PLATFORM_RAKE_PERCENTAGE,EMPIRICAL_CASE_SCENARIO,CHURN_LOW_BALANCE_THRESHOLD,avg_score_for_combo
"{'POTENTIAL_USER_POOL_SIZE': 10000, 'INITIAL_ACTIVE_USERS': 75, 'NUM_POLITICIANS': 25, 'SIMULATION_STEPS': 90, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 5, 'COST_AGREE_OR_RESUBMIT': 3, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'POPULARITY_DECAY_RATE': 0.025, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 30, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.03, 'FINITE_DICTIONARY_SIZE': 1000, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 120, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.03, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.02, 'ATTRACT_REWARD_SENSITIVITY': 0.3, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.4, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.15, 'ATTRACT_BALANCE_SENSITIVITY': 0.2, 'USER_ARCHETYPES_DIST': {'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 2.0, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.7, 'INNOVATOR_PROB_NEW_CONCEPT': 0.6, 'INNOVATOR_PROB_AGREE': 0.3, 'FOLLOWER_PROB_NEW_CONCEPT': 0.1, 'FOLLOWER_PROB_AGREE': 0.8, 'BALANCED_PROB_NEW_CONCEPT': 0.35, 'BALANCED_PROB_AGREE': 0.55, 'POPULARITY_THRESHOLD_BASE': 8, 'PLATFORM_RAKE_PERCENTAGE': 0.2, 'EMPIRICAL_CASE_SCENARIO': 'BaselineEngagement', 'CHURN_LOW_BALANCE_THRESHOLD': 5.4}",3480,54599.79999992276,18405.152222221917,39.60671012006324,34.20684441147968,0.4897295491604982,23.53448275862069,86385,0.5495473717023023,6922,222,940,"[83, 99, 120, 151, 178, 212, 245, 271, 299, 330, 362, 388, 416, 447, 482, 519, 552, 582, 606, 630, 660, 692, 724, 765, 799, 834, 868, 913, 952, 985, 1032, 1070, 1108, 1145, 1193, 1241, 1281, 1321, 1371, 1418, 1468, 1510, 1549, 1586, 1636, 1684, 1725, 1773, 1817, 1873, 1920, 1975, 2022, 2067, 2101, 2160, 2217, 2273, 2330, 2382, 2440, 2491, 2556, 2615, 2672, 2730, 2787, 2828, 2884, 2924, 2953, 2975, 3004, 3046, 3087, 3122, 3153, 3187, 3217, 3249, 3279, 3307, 3336, 3357, 3374, 3402, 3420, 3442, 3464, 3480]","[np.float64(0.3150971897425958), np.float64(0.3815376257590628), np.float64(0.3997204156170013), np.float64(0.5272714871279686), np.float64(0.4856137010682777), np.float64(0.5262149230947532), np.float64(0.4708931291887405), np.float64(0.47105272566761114), np.float64(0.44134935089175226), np.float64(0.4598490461259185), np.float64(0.4196776171667577), np.float64(0.4339783786900347), np.float64(0.4311768564733522), np.float64(0.42277431641242336), np.float64(0.43871736487892643), np.float64(0.4214325746062361), np.float64(0.428962548558937), np.float64(0.41480364395215935), np.float64(0.4153637538525668), np.float64(0.40344946007875465), np.float64(0.4044162778690867), np.float64(0.39741517098239), np.float64(0.3967967819202674), np.float64(0.4018384611441538), np.float64(0.4036695193928338), np.float64(0.40591989364279535), np.float64(0.3958637970489438), np.float64(0.40520433205848705), np.float64(0.3948693063198438), np.float64(0.3999578148848133), np.float64(0.3961306673417068), np.float64(0.4008316335815873), np.float64(0.4032055651547244), np.float64(0.40005469018030343), np.float64(0.40397044383599723), np.float64(0.3914506544120952), np.float64(0.3997116433237955), np.float64(0.3909670776810755), np.float64(0.39434408427366413), np.float64(0.3972964618114726), np.float64(0.39681803122704506), np.float64(0.3924229865022152), np.float64(0.3946180506768317), np.float64(0.3830615285907112), np.float64(0.385349501359065), np.float64(0.3833157378704252), np.float64(0.3804826052141775), np.float64(0.39289707569418897), np.float64(0.37863513729684645), np.float64(0.3782354992474982), np.float64(0.3648225057995094), np.float64(0.37327047333512264), np.float64(0.3677601045273315), np.float64(0.3720957454840267), np.float64(0.3652599167638056), np.float64(0.3585402008028258), np.float64(0.3644062646957301), np.float64(0.3609638308446515), np.float64(0.36045738341450506), np.float64(0.36048801538981173), np.float64(0.3510888572059597), np.float64(0.3474040908415771), np.float64(0.3587007841160999), np.float64(0.3541973963420003), np.float64(0.35276523452816083), np.float64(0.34700973609293273), np.float64(0.34444225071159207), np.float64(0.34409941090038165), np.float64(0.3425660188789032), np.float64(0.24052802778181767), np.float64(0.23172220240740352), np.float64(0.237083867656497), np.float64(0.2352812552303196), np.float64(0.2419764923007908), np.float64(0.2362762886163399), np.float64(0.23142447362283022), np.float64(0.2254055758978699), np.float64(0.2214360854614885), np.float64(0.2221137280986976), np.float64(0.2218110561728048), np.float64(0.21637459730630312), np.float64(0.2144039834890125), np.float64(0.2165589608851399), np.float64(0.21225523155655865), np.float64(0.20745037290353283), np.float64(0.21273620710989496), np.float64(0.21235137773256577), np.float64(0.20748086082714076), np.float64(0.20010569660550123), np.float64(0.20118279771754108)]",10000,75,25,90,100,20,5,3,0.65,0.025,True,30,1.8,0.03,1000,1.1,0.04,120,0.1,0.03,0.02,0.3,0.4,0.15,0.2,"{'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}",2.0,0.7,0.6,0.3,0.1,0.8,0.35,0.55,8,0.2,BaselineEngagement,5.4,4884.835032637491
"{'POTENTIAL_USER_POOL_SIZE': 10000, 'INITIAL_ACTIVE_USERS': 75, 'NUM_POLITICIANS': 25, 'SIMULATION_STEPS': 90, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 5, 'COST_AGREE_OR_RESUBMIT': 3, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'POPULARITY_DECAY_RATE': 0.025, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 30, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.03, 'FINITE_DICTIONARY_SIZE': 1000, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 120, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.05, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.03, 'ATTRACT_REWARD_SENSITIVITY': 0.5, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.5, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.2, 'ATTRACT_BALANCE_SENSITIVITY': 0.3, 'USER_ARCHETYPES_DIST': {'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 1.8, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.8, 'INNOVATOR_PROB_NEW_CONCEPT': 0.65, 'INNOVATOR_PROB_AGREE': 0.25, 'FOLLOWER_PROB_NEW_CONCEPT': 0.15, 'FOLLOWER_PROB_AGREE': 0.75, 'BALANCED_PROB_NEW_CONCEPT': 0.4, 'BALANCED_PROB_AGREE': 0.5, 'POPULARITY_THRESHOLD_BASE': 8, 'PLATFORM_RAKE_PERCENTAGE': 0.2, 'EMPIRICAL_CASE_SCENARIO': 'HighEngagement_RewardDriven', 'CHURN_LOW_BALANCE_THRESHOLD': 5.4}",4899,77037.4000000022,33818.18166666774,40.69151426746477,34.50312618453192,0.4991877832200719,25.04592774035517,121371,0.6052752316454055,10537,378,1772,"[101, 127, 166, 200, 240, 275, 308, 342, 376, 417, 455, 484, 519, 555, 588, 623, 664, 701, 731, 770, 806, 838, 883, 923, 963, 1008, 1046, 1095, 1141, 1186, 1237, 1282, 1328, 1381, 1432, 1479, 1537, 1581, 1625, 1695, 1760, 1818, 1863, 1933, 2005, 2078, 2149, 2207, 2282, 2356, 2427, 2499, 2575, 2645, 2707, 2776, 2861, 2919, 2988, 3071, 3144, 3191, 3245, 3301, 3358, 3415, 3464, 3522, 3583, 3642, 3705, 3777, 3842, 3889, 3937, 3990, 4045, 4095, 4152, 4231, 4295, 4360, 4422, 4487, 4565, 4628, 4699, 4769, 4843, 4899]","[np.float64(0.4762356299204831), np.float64(0.47598662187678564), np.float64(0.5941586791344633), np.float64(0.6161658382865569), np.float64(0.5730545388031969), np.float64(0.5435193275552211), np.float64(0.5427400168954842), np.float64(0.5252403768344348), np.float64(0.49181664012388215), np.float64(0.5328429617428554), np.float64(0.49531438570116326), np.float64(0.4821328593736218), np.float64(0.5052167485809432), np.float64(0.5119606350957806), np.float64(0.4721464913379274), np.float64(0.45718847490270326), np.float64(0.4473354735152488), np.float64(0.4701606425702811), np.float64(0.44978126485972425), np.float64(0.448969448244414), np.float64(0.45753246753246746), np.float64(0.44720430107526876), np.float64(0.4879156722354814), np.float64(0.45446206115515286), np.float64(0.4642361863488623), np.float64(0.468490827275874), np.float64(0.4540740740740741), np.float64(0.47206500956022945), np.float64(0.4553272450532724), np.float64(0.4518381536663745), np.float64(0.4654131534569983), np.float64(0.4611506332524926), np.float64(0.4543206068211676), np.float64(0.454179446944463), np.float64(0.47488984327986916), np.float64(0.46030017697271014), np.float64(0.4507629361277143), np.float64(0.4605683727711224), np.float64(0.44224359954362413), np.float64(0.44997798577071124), np.float64(0.4493649536912071), np.float64(0.44734894845637413), np.float64(0.4387935676628535), np.float64(0.44026837246109163), np.float64(0.442403168200291), np.float64(0.43267724440825905), np.float64(0.4413118325580849), np.float64(0.43525906348837384), np.float64(0.44763636621367864), np.float64(0.44606038294289285), np.float64(0.4361453310882233), np.float64(0.4363424109266757), np.float64(0.43822464394871896), np.float64(0.4263514209338064), np.float64(0.42771479563889003), np.float64(0.4399306661434178), np.float64(0.44695152514309566), np.float64(0.4262365553098678), np.float64(0.43459252982938246), np.float64(0.4297705120718465), np.float64(0.42813367438573524), np.float64(0.32782192391859954), np.float64(0.3356243446332502), np.float64(0.32787740632998963), np.float64(0.32714434150579663), np.float64(0.3165724985562771), np.float64(0.31913328371161553), np.float64(0.3280988132976195), np.float64(0.3255651369652681), np.float64(0.3287482810482216), np.float64(0.3243357223717157), np.float64(0.3177370091849331), np.float64(0.3185467220554935), np.float64(0.31231907402893544), np.float64(0.3196031002113938), np.float64(0.3157378703878019), np.float64(0.31133673408277207), np.float64(0.30883230060840616), np.float64(0.31976760601988374), np.float64(0.3106516050170809), np.float64(0.31323056812403627), np.float64(0.3099994932276212), np.float64(0.3088103319223492), np.float64(0.3069496030762221), np.float64(0.3032398751225154), np.float64(0.3072992148522894), np.float64(0.3055160068873104), np.float64(0.3085435765703307), np.float64(0.30378311779724765), np.float64(0.29757935302515703)]",10000,75,25,90,100,20,5,3,0.65,0.025,True,30,1.8,0.03,1000,1.1,0.04,120,0.1,0.05,0.03,0.5,0.5,0.2,0.3,"{'Innovator': 0.25, 'Follower': 0.55, 'Balanced': 0.2}",1.8,0.8,0.65,0.25,0.15,0.75,0.4,0.5,8,0.2,HighEngagement_RewardDriven,5.4,6697.622353613774
"{'POTENTIAL_USER_POOL_SIZE': 10000, 'INITIAL_ACTIVE_USERS': 75, 'NUM_POLITICIANS': 25, 'SIMULATION_STEPS': 90, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 5, 'COST_AGREE_OR_RESUBMIT': 3, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'POPULARITY_DECAY_RATE': 0.025, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 30, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.03, 'FINITE_DICTIONARY_SIZE': 1000, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 120, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.01, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.005, 'ATTRACT_REWARD_SENSITIVITY': 0.2, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.2, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.1, 'ATTRACT_BALANCE_SENSITIVITY': 0.1, 'USER_ARCHETYPES_DIST': {'Innovator': 0.1, 'Follower': 0.75, 'Balanced': 0.15}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 2.5, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.55, 'INNOVATOR_PROB_NEW_CONCEPT': 0.5, 'INNOVATOR_PROB_AGREE': 0.4, 'FOLLOWER_PROB_NEW_CONCEPT': 0.05, 'FOLLOWER_PROB_AGREE': 0.85, 'BALANCED_PROB_NEW_CONCEPT': 0.25, 'BALANCED_PROB_AGREE': 0.65, 'POPULARITY_THRESHOLD_BASE': 8, 'PLATFORM_RAKE_PERCENTAGE': 0.2, 'EMPIRICAL_CASE_SCENARIO': 'CautiousFollowers_LowActivity', 'CHURN_LOW_BALANCE_THRESHOLD': 5.4}",1030,15919.200000006058,3920.7411111110155,39.769343143763614,37.81527393832218,0.45433179986067274,18.446601941747574,25380,0.45359498150233224,1728,66,199,"[82, 88, 97, 102, 121, 133, 140, 152, 166, 181, 198, 207, 225, 235, 252, 263, 269, 281, 290, 301, 317, 327, 334, 350, 364, 376, 386, 404, 420, 428, 441, 450, 460, 473, 487, 496, 512, 524, 538, 560, 579, 590, 603, 615, 625, 637, 658, 670, 685, 701, 714, 722, 736, 747, 762, 768, 779, 791, 807, 823, 836, 853, 877, 894, 901, 918, 931, 944, 953, 963, 976, 987, 999, 1014, 1016, 1028, 1032, 1031, 1026, 1023, 1018, 1020, 1027, 1031, 1033, 1037, 1035, 1040, 1038, 1030]","[np.float64(0.1268760143774452), np.float64(0.15246533638652554), np.float64(0.16307586944453015), np.float64(0.1869854576628662), np.float64(0.22875489038958885), np.float64(0.2613568153308165), np.float64(0.257330771318131), np.float64(0.25107422363330345), np.float64(0.2763464105348435), np.float64(0.21022946522265898), np.float64(0.21690534763109057), np.float64(0.20735142946508425), np.float64(0.20727062483412115), np.float64(0.20476338167427302), np.float64(0.20645042368258337), np.float64(0.2016384374921942), np.float64(0.1991099354364226), np.float64(0.19401565327454728), np.float64(0.19491801559023908), np.float64(0.19727694377207203), np.float64(0.19387385089632717), np.float64(0.18845450379173972), np.float64(0.1929349666368791), np.float64(0.18761361246857639), np.float64(0.18846939641253094), np.float64(0.19044920485044164), np.float64(0.1910053961782407), np.float64(0.18974291147696953), np.float64(0.20133267627362628), np.float64(0.18876257421878545), np.float64(0.19621822571690728), np.float64(0.18975026742522344), np.float64(0.1917873344804318), np.float64(0.18658179936123592), np.float64(0.18998690271231972), np.float64(0.18548708981378947), np.float64(0.19421530841426154), np.float64(0.18368845896205221), np.float64(0.18919752796738776), np.float64(0.18120050340233296), np.float64(0.18422374415742881), np.float64(0.1880628445149575), np.float64(0.18793564052856546), np.float64(0.1893613225800051), np.float64(0.1832064715225404), np.float64(0.18058272852067178), np.float64(0.1880584461579773), np.float64(0.1788936146742855), np.float64(0.18416161670755743), np.float64(0.1765375457833152), np.float64(0.17614973093692177), np.float64(0.18005037966504522), np.float64(0.18066985083580306), np.float64(0.17409630965794543), np.float64(0.17688109740521546), np.float64(0.1815703964955952), np.float64(0.1683302206800239), np.float64(0.1750604406523817), np.float64(0.1756597827546072), np.float64(0.17854846875497288), np.float64(0.17192549132632018), np.float64(0.16772476437506526), np.float64(0.17057206689854065), np.float64(0.1650738675216441), np.float64(0.17505883707380887), np.float64(0.17027927839062026), np.float64(0.16534038162786752), np.float64(0.16283881662578903), np.float64(0.16428928645266883), np.float64(0.16670274749039898), np.float64(0.17404135607150228), np.float64(0.16517692568102985), np.float64(0.1651341221189619), np.float64(0.16150313365258764), np.float64(0.16079063511166158), np.float64(0.06804264067280635), np.float64(0.05717127499839458), np.float64(0.061746656509293174), np.float64(0.05380662440054537), np.float64(0.05618470961045566), np.float64(0.05638029568885977), np.float64(0.052442441244810484), np.float64(0.051681824457865205), np.float64(0.05586797644820793), np.float64(0.05094501925740655), np.float64(0.05736337700372568), np.float64(0.041385036418271764), np.float64(0.043955262554771696), np.float64(0.04339908104490825), np.float64(0.04142902033554968)]",10000,75,25,90,100,20,5,3,0.65,0.025,True,30,1.8,0.03,1000,1.1,0.04,120,0.1,0.01,0.005,0.2,0.2,0.1,0.1,"{'Innovator': 0.1, 'Follower': 0.75, 'Balanced': 0.15}",2.5,0.55,0.5,0.4,0.05,0.85,0.25,0.65,8,0.2,CautiousFollowers_LowActivity,5.4,-2677.365449616543
"{'POTENTIAL_USER_POOL_SIZE': 10000, 'INITIAL_ACTIVE_USERS': 75, 'NUM_POLITICIANS': 25, 'SIMULATION_STEPS': 90, 'INITIAL_USER_BALANCE_MEAN': 100, 'INITIAL_USER_BALANCE_STDDEV': 20, 'COST_SUBMIT_FIRST_TIME_WORD': 5, 'COST_AGREE_OR_RESUBMIT': 3, 'REWARD_TO_ORIGINAL_SUBMITTER_SHARE': 0.65, 'POPULARITY_DECAY_RATE': 0.025, 'ENABLE_CHURN': True, 'CHURN_INACTIVITY_THRESHOLD_STEPS': 30, 'CHURN_LOW_BALANCE_THRESHOLD_MULTIPLIER': 1.8, 'CHURN_BASE_PROB_IF_CONDITIONS_MET': 0.03, 'FINITE_DICTIONARY_SIZE': 1000, 'ZIPFIAN_ALPHA': 1.1, 'INNOVATOR_OUT_OF_DICTIONARY_CHANCE': 0.04, 'COMMON_WORD_VOCAB_SIZE': 120, 'INNOVATOR_RARE_WORD_CHANCE': 0.1, 'BASE_ATTRACTIVENESS_NO_USERS': 0.03, 'BASE_ATTRACTIVENESS_WITH_USERS': 0.02, 'ATTRACT_REWARD_SENSITIVITY': 0.3, 'ATTRACT_ACTIVITY_SENSITIVITY': 0.4, 'ATTRACT_FAIRNESS_SENSITIVITY': 0.15, 'ATTRACT_BALANCE_SENSITIVITY': 0.2, 'USER_ARCHETYPES_DIST': {'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}, 'FOLLOWER_POPULARITY_BIAS_FACTOR': 2.0, 'USER_ACTIVITY_RATE_ON_PLATFORM': 0.7, 'INNOVATOR_PROB_NEW_CONCEPT': 0.6, 'INNOVATOR_PROB_AGREE': 0.3, 'FOLLOWER_PROB_NEW_CONCEPT': 0.1, 'FOLLOWER_PROB_AGREE': 0.8, 'BALANCED_PROB_NEW_CONCEPT': 0.35, 'BALANCED_PROB_AGREE': 0.55, 'POPULARITY_THRESHOLD_BASE': 8, 'PLATFORM_RAKE_PERCENTAGE': 0.35, 'EMPIRICAL_CASE_SCENARIO': 'BaselineEngagement', 'CHURN_LOW_BALANCE_THRESHOLD': 5.4}",3525,95512.9000001425,14704.145263886981,40.37751072073821,35.86481975084215,0.4850547289093733,23.74468085106383,86324,0.5460261235333186,6961,218,952,"[91, 113, 136, 163, 195, 226, 257, 281, 303, 332, 363, 391, 421, 446, 479, 510, 542, 584, 616, 647, 675, 712, 749, 787, 817, 850, 888, 927, 964, 1009, 1048, 1086, 1122, 1171, 1209, 1253, 1297, 1343, 1387, 1436, 1473, 1513, 1555, 1605, 1642, 1685, 1738, 1789, 1822, 1872, 1917, 1960, 2027, 2078, 2130, 2178, 2231, 2287, 2343, 2387, 2442, 2493, 2549, 2607, 2651, 2711, 2763, 2830, 2877, 2928, 2978, 3011, 3036, 3063, 3097, 3129, 3160, 3186, 3220, 3254, 3291, 3320, 3335, 3369, 3393, 3415, 3436, 3465, 3503, 3525]","[np.float64(0.32687128017783995), np.float64(0.385479272557692), np.float64(0.42114472586575635), np.float64(0.5738699511349779), np.float64(0.47465040684263976), np.float64(0.510651125175195), np.float64(0.4429285033615383), np.float64(0.4367626525284719), np.float64(0.45750588188228447), np.float64(0.42822865335610827), np.float64(0.42519748037681787), np.float64(0.4229627700258679), np.float64(0.4377034708582408), np.float64(0.4332904371172459), np.float64(0.41297295843005055), np.float64(0.4172273737475487), np.float64(0.42224040125095896), np.float64(0.4260992257016496), np.float64(0.4134961417942809), np.float64(0.4000480245281807), np.float64(0.4024543247390854), np.float64(0.3992797077917079), np.float64(0.3966421073666586), np.float64(0.396725858372006), np.float64(0.39833700250322746), np.float64(0.40047536237501363), np.float64(0.39597521660860324), np.float64(0.3988281206290021), np.float64(0.3930023380694985), np.float64(0.3954902249587122), np.float64(0.39800925143920796), np.float64(0.4028278080510844), np.float64(0.4034987577166661), np.float64(0.39400461478298715), np.float64(0.3887133821759583), np.float64(0.3930194010107365), np.float64(0.38638292566042914), np.float64(0.3899942244816367), np.float64(0.3892502764892002), np.float64(0.3870757388087339), np.float64(0.38530517208986154), np.float64(0.3870207738177386), np.float64(0.3867232345753963), np.float64(0.38169260612707423), np.float64(0.3800648981903601), np.float64(0.37811162962046363), np.float64(0.3779891253512218), np.float64(0.37467050445952077), np.float64(0.3674106196226948), np.float64(0.3660543166902347), np.float64(0.36306321119644586), np.float64(0.36576681128722544), np.float64(0.36660103061736393), np.float64(0.3624353312008304), np.float64(0.36028876944920385), np.float64(0.3549282739284584), np.float64(0.35286195560838884), np.float64(0.35449366891107514), np.float64(0.35214984254686477), np.float64(0.3482971730290424), np.float64(0.35110893863215165), np.float64(0.34738138363846904), np.float64(0.3484825151745075), np.float64(0.35007533746286645), np.float64(0.33701808967073477), np.float64(0.33987430537379665), np.float64(0.3441685745948503), np.float64(0.3437805694345585), np.float64(0.3381732610907796), np.float64(0.3365543025725615), np.float64(0.23802543901848242), np.float64(0.22417853914890581), np.float64(0.22669320159540088), np.float64(0.227703304050319), np.float64(0.222171380758469), np.float64(0.22479550313892624), np.float64(0.22020763554454), np.float64(0.21857570900877624), np.float64(0.21818573364140162), np.float64(0.218661003511004), np.float64(0.21705817348911424), np.float64(0.21818546207136555), np.float64(0.21226641547327998), np.float64(0.20918604849362707), np.float64(0.21350628882096603), np.float64(0.20742495836914512), np.float64(0.20880281234262157), np.float64(0.20188805119227796), np.float64(0.20019447375389446), np.float64(0.1992243326266844)]",10000,75,25,90,100,20,5,3,0.65,0.025,True,30,1.8,0.03,1000,1.1,0.04,120,0.1,0.03,0.02,0.3,0.4,0.15,0.2,"{'Innovator': 0.2, 'Follower': 0.65, 'Balanced': 0.15}",2.0,0.7,0.6,0.3,0.1,0.8,0.35,0.55,8,0.35,BaselineEngagement,5.4,4854.635001215346
