params_config_copy,final_num_active_users,final_treasury,total_rewards_paid,final_avg_balance,final_median_balance,final_gini_coefficient,users_broke_percent,total_actions_in_sim,avg_actions_per_active_user_per_step_overall,total_unique_word_instances_created,unique_popular_word_strings_count,total_popular_word_events,history_num_active_users,history_platform_attractiveness,history_avg_user_balance,user_lifespans,net_balance_changes,profit_making_users_count,profit_making_users_total_gains,loss_making_users_count,loss_making_users_total_losses,substantial_earners_count,total_users_ever_joined
